"Gene","Estimate","Std. Error","df","t value","Pr(>|t|)","score","padj"
"NEG_A",0.000197303832257918,0.18238537679555,23.973199839102,0.00108179633545452,0.999145803413394,"blessed_score",0.999145803413394
"SPN",-0.159020009475105,0.0320776795594417,4.19949498806325,-4.95734141805463,0.00680059456378898,"iadl_score",0.852341185328219
"LAG3",-0.19292141056157,0.0536239452999068,4.34206687059127,-3.59767282102432,0.0198358519762665,"iadl_score",0.977133978113962
"NEG_E",-0.303271845685775,0.100915107052245,6.21331712438609,-3.00521749958377,0.0228500457766777,"iadl_score",0.977133978113962
"CD8A",-0.188167844155198,0.054662887334968,4.28006024286953,-3.44233269278526,0.0235622174631156,"iadl_score",0.977133978113962
"TBX21",-0.175822313390908,0.0567009329989039,4.21047588315958,-3.10087160989585,0.0337755301538283,"iadl_score",0.977133978113962
"PVRIG",-0.353003439618485,0.133260651893155,6.31382845364643,-2.64896977917768,0.0362894353076473,"iadl_score",0.977133978113962
"ZBTB7B",-0.1497866464114,0.0549927547035347,4.51275512091569,-2.72375237827053,0.0463571153930735,"iadl_score",0.977133978113962
"ITCH",-0.182930859185842,0.0770616266366212,4.98832451427613,-2.37382556234427,0.0637693395927613,"iadl_score",0.977133978113962
"TGFB1",-0.130705900913348,0.0534780988805254,4.38332257741448,-2.44410148545773,0.0653799046922845,"iadl_score",0.977133978113962
"EOMES",-0.170371174137298,0.0721419001854772,4.86353005011545,-2.36161195781193,0.0660595027417101,"iadl_score",0.977133978113962
"NEG_H",0.105773578195218,0.04646111546405,4.18138974382543,2.27660436342864,0.0822199763362069,"iadl_score",0.977133978113962
"FOXP3",-0.151978504364467,0.0829475780629353,5.45655618843878,-1.83222353097706,0.121509665756665,"iadl_score",0.977133978113962
"UBC",0.106248707676074,0.0560274550263145,4.36906489209839,1.89636862188675,0.124739135698383,"iadl_score",0.977133978113962
"ADORA2A",-0.121338498555298,0.061855358231486,3.77397194654822,-1.96164895046284,0.125559074965242,"iadl_score",0.977133978113962
"CXCR3",-0.100396704918806,0.0570701371121619,4.48088746517375,-1.75918107085484,0.145624998056714,"iadl_score",0.977133978113962
"C10orf54",-0.192716717020731,0.124021682759982,9.62287942294871,-1.55389535710214,0.152450484697693,"iadl_score",0.977133978113962
"RORA",0.16321735284759,0.112108531423461,6.90700923818966,1.45588699428306,0.189323156321739,"iadl_score",0.977133978113962
"RUNX3",-0.108091436245806,0.0714756589970222,4.66721104701617,-1.51228317111856,0.194940954676106,"iadl_score",0.977133978113962
"TNFRSF14",-0.119899195116829,0.083164737089952,5.84690398669067,-1.44170713829281,0.200724030129,"iadl_score",0.977133978113962
"TIGIT",-0.110009059498063,0.0774889612391333,4.85931954987747,-1.41967394760361,0.216549286779441,"iadl_score",0.977133978113962
"CTLA4",0.134813936575517,0.0971817976709499,5.62826056392377,1.38723443902516,0.217802185809104,"iadl_score",0.977133978113962
"CD3E",-0.121627409930025,0.0884076372475149,4.95288283500541,-1.3757568205279,0.227852671392077,"iadl_score",0.977133978113962
"CD127",-0.157740718068877,0.122684605389138,7.49401328517686,-1.28574174052682,0.236835824962894,"iadl_score",0.977133978113962
"CD4",-0.128563775051597,0.0984898248691215,5.70987248316329,-1.30535083418454,0.241900567307511,"iadl_score",0.977133978113962
"GATA3",-0.129977143803848,0.103101838890508,7.49111072362401,-1.26066756134079,0.245274393477271,"iadl_score",0.977133978113962
"PTPRC_2",-0.146450125027244,0.115663499008417,5.88819391047214,-1.26617408502044,0.253235483289065,"iadl_score",0.977133978113962
"NEG_B",-0.243926478389004,0.209483558202199,22.4084836102195,-1.16441825068467,0.25650216495004,"iadl_score",0.977133978113962
"PTPRC_3",-0.0990087525127089,0.077448520925011,4.9605990807793,-1.27838145041625,0.257659269521694,"iadl_score",0.977133978113962
"FOXO1",-0.0950051670323644,0.0767081329807747,4.86494813309522,-1.23852795447616,0.271928440910631,"iadl_score",0.977133978113962
"HPRT1",0.0833059898726591,0.0713718742620659,5.11789492408733,1.16721034348591,0.294613224335515,"iadl_score",0.977133978113962
"CCR6",-0.130313761928518,0.116834818092977,8.44660229987819,-1.11536752532806,0.295418548848777,"iadl_score",0.977133978113962
"CD244",0.128553988508086,0.12200770121112,11.1127385139636,1.05365470566189,0.314411830142704,"iadl_score",0.977133978113962
"TNF",-0.112074498031364,0.10210530502178,5.59045310438958,-1.09763638635091,0.317375440809009,"iadl_score",0.977133978113962
"KIR_Activating_Subgroup_2",-0.0595303373831036,0.0557151123347455,4.18942866549015,-1.06847738232018,0.342963900674825,"iadl_score",0.977133978113962
"RORC",-0.101868819072431,0.0998548277749394,6.05114392298027,-1.02016919304123,0.34668953675367,"iadl_score",0.977133978113962
"GUSB",-0.0556953002153543,0.056104868695054,4.41788265574138,-0.992699947629753,0.372067965337862,"iadl_score",0.977133978113962
"B3GAT1",-0.106102659863216,0.11068061365619,6.43097937783308,-0.958638160362983,0.37238192425303,"iadl_score",0.977133978113962
"PGK1",-0.0707228556603979,0.0717787990811427,4.58449346281757,-0.985288923271744,0.373583907270072,"iadl_score",0.977133978113962
"NEG_C",0.0643206968718854,0.0670948310382345,5.50111836046847,0.958653533760771,0.37794702040606,"iadl_score",0.977133978113962
"IL2RA",-0.106309048946083,0.11325778631569,6.91654848833103,-0.938646713875913,0.379524605302652,"iadl_score",0.977133978113962
"CD27",-0.0653332929764651,0.0675765307402178,4.37940706311979,-0.966804484646063,0.383946461530302,"iadl_score",0.977133978113962
"IFNG",0.0779411195403239,0.0823766287880799,5.03668645133382,0.946155732359882,0.387215326433458,"iadl_score",0.977133978113962
"KIR.Activating.Subgroup.1",-0.0453620735807043,0.0489602250368735,4.13782857943004,-0.926508682232173,0.404990154034915,"iadl_score",0.994788689598444
"IL.10",0.11079852327045,0.128678237324076,10.3603035790523,0.861050987133155,0.408695575455417,"iadl_score",0.994788689598444
"NEG_F",0.0390800947098594,0.0451904751163171,4.12769329966536,0.864786099488222,0.434522991798286,"iadl_score",0.999145803413394
"GZMB",-0.0520848471230318,0.0607914004611873,4.38458393364762,-0.856779852543218,0.435878188676253,"iadl_score",0.999145803413394
"IL.2",0.0947684863261941,0.121292771027908,9.84901886346942,0.781320152248719,0.452985830274649,"iadl_score",0.999145803413394
"CD276",0.0620251038908369,0.0850117379757102,6.1695446062733,0.729606350461378,0.492391286927503,"iadl_score",0.999145803413394
"PTPRC_1",0.0592448525192317,0.0808108523408499,4.76641289078334,0.733129905242732,0.497922736883649,"iadl_score",0.999145803413394
"KLRG1",-0.10770750071724,0.153244080541625,10.1161990476117,-0.702849339018895,0.498004596394792,"iadl_score",0.999145803413394
"PDCD1",-0.0489010441835157,0.0734331138527183,4.63930384357196,-0.665926332384521,0.537125544674016,"iadl_score",0.999145803413394
"KIR_Inhibiting_Subgroup_1",-0.0443737921966081,0.0682646870531591,4.65554094733141,-0.650025571230603,0.546374648941067,"iadl_score",0.999145803413394
"YWHAZ",-0.0505955269911115,0.0853161185248719,5.32725649434469,-0.593035968652999,0.57744054845887,"iadl_score",0.999145803413394
"CDKN2A..p16.",0.0474962900270235,0.0863975849873392,5.13755990354315,0.549740945119979,0.60554211770996,"iadl_score",0.999145803413394
"NEG_D",-0.0243367815803225,0.0444330639498173,4.10831669894674,-0.54771783480447,0.612286736995758,"iadl_score",0.999145803413394
"CD86",0.0903497811708513,0.183307121393794,14.8971505571184,0.492887458402422,0.629277848186798,"iadl_score",0.999145803413394
"CD3D",-0.0315475193647823,0.0670715653728517,4.84888785828747,-0.470356091876032,0.658494584843721,"iadl_score",0.999145803413394
"IL.4",0.0350396556422069,0.0770418750839718,4.73175802670724,0.454813120838706,0.669344458071645,"iadl_score",0.999145803413394
"KIR_Inhibiting_Subgroup_2",-0.0229990846083302,0.0552064230305403,4.37379172463474,-0.416601608034034,0.696612156833204,"iadl_score",0.999145803413394
"POS_F",-0.0345625279482201,0.0851831010628838,5.27620842675362,-0.405743950583642,0.700864646336017,"iadl_score",0.999145803413394
"CD96",-0.036448634352766,0.0899914246643546,4.94364052964341,-0.405023417383493,0.702390610491009,"iadl_score",0.999145803413394
"TNFRSF18",-0.0400872595919919,0.100188824277994,5.7771247138357,-0.400117077736751,0.703443676852015,"iadl_score",0.999145803413394
"IL.17A",0.0432438928721356,0.11470469881482,5.60986830398778,0.377001930338954,0.720018271761163,"iadl_score",0.999145803413394
"IL.21",0.0404591181446584,0.131849149718993,7.88934980614736,0.306859151013776,0.766893399691697,"iadl_score",0.999145803413394
"PDCD1LG2",0.0218676541386144,0.0710778101487667,4.65353632505448,0.307657960942314,0.771631170756355,"iadl_score",0.999145803413394
"CD28",0.0218052569338693,0.0814050033417216,5.09358794334303,0.267861384911875,0.799315542037729,"iadl_score",0.999145803413394
"NEG_A",-0.0192185545687675,0.0800581192458597,5.37845679402947,-0.240057532575142,0.819169416387356,"iadl_score",0.999145803413394
"POS_D",0.0152510587338688,0.0750469037940009,4.56746729229395,0.203220359040155,0.847701839145701,"iadl_score",0.999145803413394
"CDKN2A..ARF.",0.0119900649596287,0.0715733495547243,4.68582618855969,0.167521361431621,0.87394730480301,"iadl_score",0.999145803413394
"Tcell.Senescence",-0.0142622090810604,0.0896682568049521,5.00488316286306,-0.159055273173022,0.879844566611407,"iadl_score",0.999145803413394
"NEG_G",0.0152298522048886,0.0988574400194801,6.20938854517674,0.154058735507288,0.88244916395968,"iadl_score",0.999145803413394
"GRAIL",-0.018242424995102,0.120272296538789,9.4685724408363,-0.151676034465831,0.882625240246923,"iadl_score",0.999145803413394
"BCL6",-0.00757445751053328,0.0493071298546731,4.218882127447,-0.153617895279204,0.884981356464607,"iadl_score",0.999145803413394
"NECTIN2",-0.00869566047888184,0.0603980515257525,4.36299443371703,-0.143972533206211,0.89193078935653,"iadl_score",0.999145803413394
"POS_B",-0.00896867406278823,0.065883183430183,4.42357492392838,-0.13612994387699,0.897692565421668,"iadl_score",0.999145803413394
"HAVCR2",-0.00892216145820097,0.0706540257413295,4.65962074289748,-0.126279590788864,0.904776608128129,"iadl_score",0.999145803413394
"CCR4",-0.0122778633493692,0.101193108790267,6.30787385735091,-0.121331022400115,0.907202265364737,"iadl_score",0.999145803413394
"CD160",-0.0165199961932034,0.148190963495054,10.1789968144234,-0.111477756832014,0.913405126350098,"iadl_score",0.999145803413394
"PVR",0.00859779775095347,0.0827783884149839,4.91854973187385,0.103865246902985,0.92137817385006,"iadl_score",0.999145803413394
"PRDM1",-0.0159041278321446,0.159666430753831,11.4205596678697,-0.0996084634513131,0.922382223283403,"iadl_score",0.999145803413394
"SPI1",0.00980991915740008,0.0981188648486635,4.78280659910016,0.0999799495492605,0.924414888746534,"iadl_score",0.999145803413394
"AHR",0.00585313669697344,0.0755957867128393,5.38051283774755,0.0774267581764491,0.941081766445104,"iadl_score",0.999145803413394
"CDKN1B",0.00854328070035754,0.109885194545461,4.66870393158534,0.0777473319831369,0.941249942776771,"iadl_score",0.999145803413394
"CD274",-0.00561598981147767,0.0730281543228985,5.01827169776837,-0.0769017081637613,0.941673690237258,"iadl_score",0.999145803413394
"CEACAM1",-0.00545260390408311,0.0709945556512582,4.82985711529579,-0.0768031274238488,0.941859657209213,"iadl_score",0.999145803413394
"CD80",-0.00805707337185922,0.115591107382027,8.34060686783743,-0.0697032285124727,0.946072221637365,"iadl_score",0.999145803413394
"POS_E",-0.00304355014340766,0.0551232604186762,4.27392405536036,-0.0552135363599879,0.958454089968816,"iadl_score",0.999145803413394
"POS_A",0.00341578536146115,0.0705072970279139,4.41881088002967,0.0484458418553308,0.963472834876668,"iadl_score",0.999145803413394
"EGR1",0.00469392941667359,0.0987509526611752,5.58623322229396,0.047533003886848,0.963741754690781,"iadl_score",0.999145803413394
"BTLA",-0.00253879841887178,0.0670264031023766,4.13099048901378,-0.0378775870606394,0.971545443338229,"iadl_score",0.999145803413394
"VTCN1",-0.00426828659785871,0.127837350333798,9.02109939119243,-0.0333884157228988,0.97409193207087,"iadl_score",0.999145803413394
"CD200R1",-0.00220734354337692,0.0669819985017535,4.69561790176017,-0.032954280146167,0.975065505803413,"iadl_score",0.999145803413394
"IL6",-0.000244742748340133,0.0623627886696652,4.39970449475908,-0.0039244997467405,0.997040308418148,"iadl_score",0.999145803413394
"POS_C",-0.000268240415099871,0.0692131538524136,4.40209830186771,-0.00387556989054209,0.99707712083275,"iadl_score",0.999145803413394
"CDKN1B",0.325310465893176,0.0924891873891243,14.5412119752498,3.5172810473998,0.00324389371348136,"promis_score",0.852341185328219
"ITCH",0.337859212259458,0.109792095472917,18.3421171395491,3.07726353891114,0.00638968609981009,"promis_score",0.852341185328219
"PVR",0.263452632847298,0.0933223159905004,13.465929688504,2.82304002050395,0.0139767324004235,"promis_score",0.977133978113962
"CEACAM1",0.226090302072484,0.091625804725222,14.0128374557069,2.46753960579675,0.0270989590182504,"promis_score",0.977133978113962
"GUSB",0.183235835216115,0.071970364257103,10.7034659854366,2.54599010450376,0.0277042909254039,"promis_score",0.977133978113962
"IL.17A",0.230141112565727,0.100470473460695,13.2224897126351,2.29063429919798,0.0390250843396217,"promis_score",0.977133978113962
"PVRIG",0.255598561697773,0.116823148824427,21.9823669198519,2.18791022387105,0.0395957281787991,"promis_score",0.977133978113962
"NEG_D",-0.149617892306782,0.0655077947843052,10.8031056089281,-2.28397082819568,0.0436408575236281,"promis_score",0.977133978113962
"NEG_A",-0.192491672998973,0.0881230364580559,11.3961591704426,-2.18435134257537,0.0506512501772067,"promis_score",0.977133978113962
"CCR4",-0.240164654403189,0.126959795124984,22.6883365063138,-1.89165912064336,0.0713699029042902,"promis_score",0.977133978113962
"VTCN1",0.245096951944813,0.130484814131923,24.244953533608,1.87835614109864,0.0724101372102355,"promis_score",0.977133978113962
"PTPRC_1",-0.224754820508791,0.121808705549781,18.4969717661591,-1.84514579228442,0.0810888861845676,"promis_score",0.977133978113962
"CD80",0.206335192692128,0.113280945195825,17.6459211616461,1.82144660194567,0.0855367084128469,"promis_score",0.977133978113962
"RORC",0.202025777789294,0.11517393378587,15.8797637625462,1.75409288498296,0.0986891005402375,"promis_score",0.977133978113962
"AHR",0.175285612976552,0.10172028365175,13.9179874227261,1.72321199552157,0.106982913078614,"promis_score",0.977133978113962
"C10orf54",0.198329325452728,0.119726441224107,20.3292500819228,1.65652067684439,0.112970922408049,"promis_score",0.977133978113962
"GRAIL",0.186553975111467,0.114524294776609,19.8162722998202,1.62894672676534,0.119118820761715,"promis_score",0.977133978113962
"YWHAZ",-0.177567292553117,0.11240767957488,18.2994303748358,-1.57967225393022,0.131311885230113,"promis_score",0.977133978113962
"CCR6",0.198161349892037,0.131020443313482,20.5753591507258,1.51244603422622,0.145629172953801,"promis_score",0.977133978113962
"CXCR3",-0.162368241674847,0.108080886964035,14.4626951765408,-1.50228450409438,0.154540903016484,"promis_score",0.977133978113962
"BCL6",0.12179704657865,0.0799961920842698,11.4189664221517,1.52253555332166,0.155075674178367,"promis_score",0.977133978113962
"HAVCR2",0.165004682599561,0.110806526172554,15.8186795122726,1.48912422669588,0.156120579052873,"promis_score",0.977133978113962
"FOXO1",0.13990340270017,0.0936703938143004,13.2316929666705,1.49357120220425,0.158746870348017,"promis_score",0.977133978113962
"NECTIN2",0.123575564051143,0.0933676668222069,13.3453660818546,1.3235370257935,0.20788347759346,"promis_score",0.977133978113962
"CD200R1",-0.141030217090153,0.108696666362159,17.3131631733854,-1.29746589118257,0.211493654396316,"promis_score",0.977133978113962
"IL.2",0.172667009806932,0.138802934832601,28.0925544368301,1.24397232677516,0.22378992686271,"promis_score",0.977133978113962
"IL.10",0.150529553155536,0.120274861063678,17.4665879547432,1.2515462651488,0.227238047309805,"promis_score",0.977133978113962
"CD160",-0.2010536309847,0.164233178850871,28.8339525283091,-1.22419618490891,0.230787061898065,"promis_score",0.977133978113962
"CD3D",-0.118137893700285,0.0945559737590248,14.0453036644571,-1.24939640515319,0.23194074730737,"promis_score",0.977133978113962
"KIR_Inhibiting_Subgroup_1",0.120760004356203,0.0988577556533014,14.1236030987779,1.2215531655373,0.24187515305011,"promis_score",0.977133978113962
"B3GAT1",0.18527231787536,0.155681259847318,28.964062736226,1.19007463105748,0.243680575637702,"promis_score",0.977133978113962
"CD274",-0.124630612904858,0.104669657081443,15.1362815682526,-1.19070432043055,0.252108806902957,"promis_score",0.977133978113962
"IL.21",0.126988277159058,0.110556414773522,17.6257687111272,1.14862875590889,0.26605904654889,"promis_score",0.977133978113962
"TNFRSF18",-0.151036205769997,0.142545666991164,23.9558790202598,-1.05956363990608,0.299910078281616,"promis_score",0.977133978113962
"CD276",0.100848431024223,0.0975342755962103,14.2796273812395,1.03397939245208,0.31834037528928,"promis_score",0.977133978113962
"POS_A",-0.109841663883716,0.106316789041032,14.3373940183162,-1.0331544516579,0.318645160418872,"promis_score",0.977133978113962
"TNF",-0.121322379895176,0.119777875699819,16.8500352641348,-1.01289473691475,0.325435067230259,"promis_score",0.977133978113962
"EGR1",0.0833062424263358,0.0814030647616364,10.891522974244,1.02337968073158,0.328321470945755,"promis_score",0.977133978113962
"PTPRC_3",-0.127591528728435,0.127781671323233,21.0582989134843,-0.998511972860981,0.329367427962742,"promis_score",0.977133978113962
"NEG_C",-0.0972914444333786,0.0992244117994207,14.0980586266177,-0.980519235831304,0.343357687795404,"promis_score",0.977133978113962
"NEG_B",0.0950490028514827,0.0973086471032672,12.703673581534,0.976778587319311,0.346913562264092,"promis_score",0.977133978113962
"IL2RA",-0.118737667877993,0.123418256596398,19.2726539067361,-0.962075394293477,0.34792820418209,"promis_score",0.977133978113962
"CD8A",-0.137498378052007,0.144930148877032,26.5086189384372,-0.948721705714031,0.351331729085198,"promis_score",0.977133978113962
"KIR.Activating.Subgroup.1",0.0880265144843324,0.0928940761577659,12.4934468408991,0.947600946424541,0.361302093536181,"promis_score",0.977133978113962
"NEG_E",-0.102760380945882,0.109513618201335,16.7104415513341,-0.938334269597068,0.361438309342084,"promis_score",0.977133978113962
"TBX21",0.125022417080881,0.146449826375186,22.6639488864387,0.853687711179588,0.402211154739598,"promis_score",0.994788689598444
"CD96",-0.087704129802971,0.103737011601733,13.8238785521827,-0.84544685111698,0.41225623972392,"promis_score",0.994788689598444
"CD86",0.0752428855807978,0.0887374032434681,11.4783867258202,0.847927512306784,0.4138105171234,"promis_score",0.994788689598444
"KIR_Inhibiting_Subgroup_2",0.0768498308660967,0.0912676937621723,12.9872527266182,0.842026654758627,0.415009972141791,"promis_score",0.994788689598444
"KIR_Activating_Subgroup_2",0.0839062718845103,0.102516016847197,14.9147650503495,0.818469878805131,0.425973155222646,"promis_score",0.999145803413394
"TIGIT",-0.0857234111579412,0.105961439213731,15.4045049056849,-0.809005726932713,0.430830424336364,"promis_score",0.999145803413394
"BTLA",-0.0742910331371687,0.100987505041863,13.3193339500919,-0.7356457920846,0.474702395361277,"promis_score",0.999145803413394
"POS_B",-0.0704516351220902,0.099824419626013,13.6729321033555,-0.705755519401301,0.492190547446685,"promis_score",0.999145803413394
"TGFB1",0.0796755467764999,0.11523764245491,19.0128124744244,0.691402089448987,0.497669233999393,"promis_score",0.999145803413394
"SPI1",0.0593060072573381,0.0851730669287192,11.3144351742094,0.696300008862789,0.500295230587404,"promis_score",0.999145803413394
"HPRT1",-0.0749470691836695,0.111731301892701,18.9125353322305,-0.670779521173427,0.510470503661111,"promis_score",0.999145803413394
"LAG3",-0.0962050917671163,0.150495143019083,24.1879678233952,-0.639257120443531,0.528663825818193,"promis_score",0.999145803413394
"NEG_F",-0.0531580721199922,0.0848701865339268,12.1488937412122,-0.626345649643909,0.542678065298892,"promis_score",0.999145803413394
"CD28",-0.0614248789426837,0.101532660404016,14.4289634912135,-0.604976553340211,0.554590414693984,"promis_score",0.999145803413394
"POS_F",-0.0648030719504544,0.114357591980033,17.6145540939468,-0.566670483598232,0.57808802218174,"promis_score",0.999145803413394
"PDCD1",0.0557373809853644,0.105108806565946,15.0988811955686,0.530282692824549,0.603627930002013,"promis_score",0.999145803413394
"CD4",0.0651560398186254,0.127552311590805,20.8908359060323,0.510818181231006,0.614834351153883,"promis_score",0.999145803413394
"KLRG1",-0.0821553612790855,0.162329069328102,28.8931810639737,-0.506103815041481,0.616623787342604,"promis_score",0.999145803413394
"Tcell.Senescence",-0.0603031997816168,0.121999143581218,18.6352068026033,-0.49429199264396,0.62687628415503,"promis_score",0.999145803413394
"IFNG",-0.0665358275108852,0.137975717248199,19.8135229377834,-0.482228531497295,0.634927901782065,"promis_score",0.999145803413394
"NEG_G",0.0566029265542955,0.118158133896893,20.6860262944052,0.479043843089874,0.636932489581937,"promis_score",0.999145803413394
"IL.4",-0.0462980300177811,0.100316261553338,14.5405171113428,-0.46152068768197,0.651253902030794,"promis_score",0.999145803413394
"PRDM1",0.0640532339138152,0.140049792340889,23.8552421048709,0.457360434765272,0.651550104839425,"promis_score",0.999145803413394
"CD27",-0.0433765046889843,0.0940210803011666,14.136012243938,-0.46134871616069,0.651567364513479,"promis_score",0.999145803413394
"SPN",-0.0490000814114436,0.112733598557575,17.7272415370626,-0.43465375042045,0.669058595563958,"promis_score",0.999145803413394
"GZMB",0.0461782561036085,0.109044965966114,14.0217658880605,0.423479027156179,0.678369662763,"promis_score",0.999145803413394
"POS_C",-0.0465958487237325,0.11176258868198,15.0185663875447,-0.41691812325787,0.68263636681148,"promis_score",0.999145803413394
"UBC",-0.0430076141172604,0.107082139461122,16.2381156481615,-0.401632002626123,0.693191333703413,"promis_score",0.999145803413394
"CDKN2A..ARF.",-0.0435944011411369,0.110447691894125,16.1798689977672,-0.394706312042505,0.698214031285138,"promis_score",0.999145803413394
"FOXP3",-0.0350541472511995,0.102974165623543,14.8974696769681,-0.340416909803879,0.738295363921057,"promis_score",0.999145803413394
"IL6",0.0306085725570693,0.0954492241551033,13.5853441752398,0.320679113193533,0.753333085560601,"promis_score",0.999145803413394
"CD127",0.0363513713023278,0.118949468130972,18.6494608942551,0.305603479137059,0.76329149925422,"promis_score",0.999145803413394
"RUNX3",0.038079663019789,0.134783051711612,21.7242510024222,0.282525603450989,0.780214846024865,"promis_score",0.999145803413394
"CD3E",-0.0273438041052303,0.102173919688861,14.73505878665,-0.26762019298562,0.792701392386643,"promis_score",0.999145803413394
"PGK1",0.0259363389156228,0.111881475346883,15.6958547796246,0.231819779236986,0.819673268019179,"promis_score",0.999145803413394
"NEG_H",0.0254230036242151,0.115584917254761,13.7283407501212,0.219950874456916,0.82914642585607,"promis_score",0.999145803413394
"GATA3",-0.0278126406708256,0.127442358241998,17.6724011196571,-0.218237021461991,0.829744666209655,"promis_score",0.999145803413394
"RORA",0.0253466307343249,0.132537995787538,23.0151390100607,0.191240486048666,0.850014262975701,"promis_score",0.999145803413394
"CTLA4",-0.0182160443445573,0.101461030853563,13.4848229549437,-0.179537347406298,0.860185553781369,"promis_score",0.999145803413394
"ZBTB7B",0.00939779578037624,0.109705816943959,15.3007051517996,0.085663605104704,0.932844753435955,"promis_score",0.999145803413394
"EOMES",-0.011601211850619,0.142806928832974,26.1145859197667,-0.0812370376243277,0.935872862237584,"promis_score",0.999145803413394
"ADORA2A",0.00787367663398316,0.100761716476398,13.5910425976759,0.0781415492840224,0.938854232272527,"promis_score",0.999145803413394
"TNFRSF14",0.00925414620015177,0.123319447241247,22.9683833924216,0.0750420668205568,0.940831018767541,"promis_score",0.999145803413394
"CDKN2A..p16.",0.00811187444391483,0.112945790606637,15.7562660359871,0.0718209541085647,0.943648155591333,"promis_score",0.999145803413394
"PTPRC_2",-0.00680542093777033,0.134461003173471,20.3871897904931,-0.0506125997661235,0.960126827989686,"promis_score",0.999145803413394
"CD244",0.00450173640161269,0.10244355585166,17.2529951553354,0.0439435781410327,0.965453973006732,"promis_score",0.999145803413394
"POS_D",-0.00283266427219746,0.116991823782041,15.5366795118425,-0.0242124977680047,0.980991358449374,"promis_score",0.999145803413394
"POS_E",-0.00124585468858449,0.094781543167109,13.0888000446441,-0.0131444862254239,0.989710765254758,"promis_score",0.999145803413394
"PDCD1LG2",-0.000331914156220562,0.112785123835297,17.9487723968227,-0.00294288949582806,0.997684379481936,"promis_score",0.999145803413394
